content,score
"Kok aplikasi pemerintah pada gajelas. Gabisa daftar, gabisa dapet efin. Tapi maksa bayar pajak wkwkwkwk",1
Gagal trus apk ga layak,1
"Ribet daftar nya Padahal.. Efin sama NPWP sesuai Salah,, salah,, Ganggu kerjaan ajh Lazada ajah cuma 2 menit daftar selesai",1
"Ini aplikasi untuk laporan pajak atau cuma buat kode billing aja,gak jelas aplikasinya,klo usah ada kode billing trus lapornya dimna? Polsek,kantor camat,kantor desa,atau kemana?",1
Sangat betul,5
Kenapa sih tiap buka aplikasi sll aza kluar lg sndr n tulisannya eror.. Tolong donk diperbaharui agar lbh nyaman pake nya Klo udah bagus saya tambahin ya Bintangnya.. Makasih,3
"Pengajuan lupa efin gk bisa2,gagal terus 😴",1
Pelayanannya sangat buruk..untuk apa ada layanan online.jika proses lupa efin aja harus dtg ke kantor pajak..k,1
I like you👍,5
"saya mau mendaftar npwp, tetapi ada kendala di tempat domisli itu kan otomatis di isinya jadinya gak bisa di ganti dari wibsitenya kode pos 71570 harusnya di sini 71572 jadinya saat di tekan lanjut itu gak bisa data tidak di temukan hasilnya mohon di bantu",1
Ribet!!!! jadi faham ma kerjanya pd bobrok semua!!!,1
Ok,5
"Pas daftar krim kodenya lama, klau salah cepat dapat info salahnya tapi klau benar tiba"" Heng lalot ,,, perasaan daftar aplikasi lain lancar jaya sekalinya daftar berkas negara pasti dipersulit entah dari oknum maupun aplikasi nge heng🫢",1
error,1
Gae akun e angel eram gak ndang dadi² ngentekne pulsa tok cok!,1
Sangat membantu,5
Ribet banget,1
Mau daftar aja ribet kali....,1
"""KEMUDAHAN"" APANYA ,,INI BUAT ORANG YANG BELUM SAMA SEKALI PUNYA NPWP MAU DAFTAR SUSAH BANGAT ,,MANA SERVER DI WEB GAJELAS ,,KADANG NOMOR NPWP CABANGNYA SALAH KADANG BENER",1
"Dari 2022- sampai 2023, mau login di DJP ,onlain ko status eror Mulu,nh tak coba lagi 29-09-2023,kirain dah beres , sandi dah benar, klik ganti sandi malah kaga bisa ,ini gimana pak/Bu ,apa sudah di buat onlain buat laporan SPT,untuk mempermudah masa masih di persulit juga, harus tetap juga ke kantornya taaah . Okelah saya akui pas bikin NPWP ,sangat mudah karena covid kali yah bikin lewat onlain 2 hari jadi di Anter Ama tukang pos",2
Gabisa login,1
"bikin emosi sekali, udah banyak captcha ngelag parah, udah gitu gabisa login daritadi anj emg",1
"Cuma mau minta nomor efin , pas isi data salahan mulu padahal udah sesuai 😴",1
"Sangat mengecewakan, sangat sulit di operasikan, sangat ribet dan sama sekali tidak efisien, padahal apk pemerintah, seharusnya membantu, ini sangat mempersulit, bagaimana orang mau taat pajak kalaw sulit bgini, tolong d evaluasi bpk2,",1
Pengalaman kali pertama pengunaan aplikasi namun saya agak kesulitan utk masuk,5
Bikin aplikasi yang bener lah,1
"Aplikasi gak jelas... EFIN EFIN apaan lah Mending kalo mudah buat dapetinnya lagi ini mah prosedurnya repot... Ga bisa bikin sistem gaya""an mau secara online.. SAMPAHHHH",1
"Semangat Indonesiaku, aplikasi nya gaada yang bisa membantu",1
Parahhh gabisa login d web bisa 😭,1
"Sudah mau login selalu email dan password nda sesui ,padahal udah cocok !!!!",1
Ribet tgl kirim otp aja paje syarat ga bs krtu axis xl tri aneh,1
Gini amat aplikasi bug sana sini,1
Apaan sihh apk gajelas mau daftar juga gabisa di klik daftar npwp nya duhh,1
Mantul,5
Pas udah ngisi semua mala gagal,1
GK jelas pdhl lupa password sama efin pngn rubah Kya nya ribet amat udh ikutin semua step malah error' di ending nya padahal udh sesuai klo gini jdi males bayar pajak heran mau lapor juga ribet gbs ubah password,1
Loginya gagal bae,1
Membantu,4
Coba dulu,5
Redownload,4
"Buat bayar pajak aja di persulit, Layanan untuk OTP Tri tidak tersedia",1
Lemot sekali bisa di perbaiki tidak kalau tidak hapus saja aplikasi ini !!,1
"Cuk kimay pajak bikin rakyat bangkrut, bubarkan pajak ulah menteri keuangan anda yg gak benar!!!!, rakyat di bebankan pajak sangat besar.",1
Ribet otp segala.. Capca segala.. Hadehhb.. Persulit sekali,1
Baik,5
"Susah login, sudah dapat kode lewat email tetap dianggap salah....",1
Bagus,5
penilain buruk semeua,1
Sistem sangat buruk,1
Sistem BUSUK!!! tidak mempermudah tapi malah mempersulit hidup!!!,1
"Aplikasi kurang cerdas,saya sudah terdaftar di djp dan sudah sukses,namun setiap mau login di app djp ini sllu aja tertulis npwp/psword salah /errorr.padahal login di web djp lancar2 saja. Gak beres ini aplikasi tolong diperbaiki biar memudah kan costomer mu lg. Saya unistal saja dah.",1
Alhamdulillah,5
APLIKASI SAMPAH KAGA BISA DI KLIK DIEM DI LOGIN,1
"Sangat buruk sekali saya mau daftar sudah di bagian verivikasi tidak bisa di klik sama sekali,tolong perbaiki sistem nya",1
crash dan bug mulu dah,1
Mohon maaf aplikasi setiap mau daftar kenapa tidak bisa masuk data sudah di kirim dan benar semua kenapa masih error dan gagal terus verifikasi mohon di benarkan,1
Mantp,5
"Mau masuk aja sulit nya minta ampun , mau buat laporan spt aja sulit nya minta ampun, udah masukin NPWP dan pasword nya salah mulu, minta kode EFIN aja di suruh melengkapi data lagi. Waktu pendaftaran NPWP kn sudah lengkap, aneh",2
mw bikin npwp aja susah bgt payah👎👎,1
"Mau masuk aja susah,NPWP pisik sudah ada tapi di aplikasi NPWP tidak tercatat",3
Sangat bagus,4
"Tolong diperbaiki, susah banget untuk login. Padahal sandi sudah bener tapi tidak bisa login. Mau atur ulang sandi tapi ribet nya minta ampun. Yang serius dong !",1
"Sistem CACAT, maksa banget bikin apk begini setengah"", Yang sulit malah makin sulit KOCAK",1
Input Nama wilayah nya dibikin susah buat nyari,1
"Apk bobrok gk ada fungsi nya,apk itu untuk mempermudah bukan mempersulit tks",1
"Sistem buruk, login sulit, gagal terus. Payah",1
"NEGARA INSTANSI NYA GK BERMUTU. UDAH NARIK IURAN,UPETI,PAJAK... INI PELAYANAN NYA GK LENGKAP. HADUH",2
G bisa daftar kocak bnget aplikasi jelas g niat bikin aplikasi nya kocak kocak,1
"Salah satu aplikasi dari pemerintah yang sampah, sangat mepersulit....dana terus aja di korupsi buat aplikasi masyarat juga",1
Di coba berkali2 untuk permohonan efin gagal terus,1
Apk apa ini ? Buruk sangat,1
Ga bisa discrol... Hadeh... Aplikasi gurem. Buat pajak lo ini...,1
"Susah log in , pdhal email sandi udah tercatat & benar ..",1
"Kalau tidak bisa bikin apk pajak, lebih baik tidak usah bikin apk pajak. Saya tekan bikin akun gk bisa, login akun NPWP saya malah gk terdaftar/password salah, saya tekan lupa password pun gk bisa dipencet. Banyak banget kekurangan dari apk ini. Padahal hp saya bagus lho~ ram 8gb rom 256gb tapi buat mengoperasikan apk pajak ini gk bisa sama sekali sumpah.",1
Kenapa pendaftaran isi formulir ini susah banget ribet. dari semalam Pribadi Nama Email Kata sandi. No hp Otp Pertanyaan pribadi Captcha ( berulang-ulang gak selesai2 ) Pulsa Habis disedot wkwk Nyari2 di sosmed Banyak banget Callo 😆😂 Massa di aplikasi resmi nya rakyat mau di peras juga Tolong dipermudah lagi trimakasih,1
"Jujur saya sangat kecewa , krn apa. Terlalu banyak. Permintaan dan aturan login , haruspake kode efin lah , apalah . Dulu gak Seperti ini Gini kalo terlalu banyak aturan jadinya gak efisien, di. Minta melalui live chat , ada alasan gak tersambung dengan jaringan , Yang ada lah username tidak sesuai jelas2 itu sudah kita masukkan akun sewaktu mendaftar, adalah no npwp tidak terdaftar tapi sudah ada npwp, Gak jelas😡😡😡😡😡😡😡😡😡😡😡😡",1
susah dan ribet,1
"""Tidak bisa melanjutkan validasi data"" Saya kira tujuan adanya aplikasi sbg mempermudah registrasi, ternyata semakin mempersulit kondisi. Payah sekali huuuhhhh.....",1
aplikasi sampah,1
Onle malah gagal,1
Aplikasi sampah .... Udah isi data sesuai untuk mendapatkan efin malah di tolak,1
Mantap,5
Susah banget minta efin,5
"Saya mau cek efin kg bisa# ya, gagal trs",1
Verifikasi gagal terus,1
Terlalu ribet daftarnya dan suka bug saat daftar udh gitu email-nya malah nyangkut terdaftar parah bener,1
"Aplikasi jebol, memalukan pemerintah bobrok, kebanyakan korupsi, kebanyakam utang sampe bengkak, harga2 semuanya jadi pada mahal 10 kali naikim harga bbm, rupiah melemah, segala2nya impor, pupuk dll sulit, najis. amit2.. sue.",1
SUMPAH GA GUNA BGT.,1
"Aplikasi eror, tidak bisa d buka",1
"Sangat membantu,cukup dari rumah sudah selesai. Cuma saat registrasi tetep harus dipandu google",3
Baru bikin NPWP Password anda salah Sabar aku kak Harus pake Kode EFIN mau ganti password ^_^ kode EFIN Dateng ke kantor yah ?:) Hehe,5
Fitur lupa efin gak berfungsi cuma pajangan doang.,1
Pelayanannya sangat lambat juga ribet seharusnya pendaftaran npwp maupun pengaktifan NPWP tidak harus ribet sepeti ini,1
Ngak fungsi lupa password ga bisa. Sekelas djp aplikasinya giniamat,1
Bisa ga di aplikasi penting kaya gini tuh di urusin?,1
"Harusnya bisa bayar pajak langsung di sini, gak perlu bolak balik ke kantor pos/bank",2
"Aplikaai apaan ini. Percumah di adakan aplikasi kalau ndaftar mesti datang ke kantor mbuang""- biaya dan waktu. Aplikasi begini pret lahh",1
Hari ini gak bisa ke buka tiba-tiba keluar sendiri kaya ada error atau bug,1
"Saya baru mendaftarkan npwp online dan sudah jadi ketika saya mau login pada akun npwp saya sudah memasukkan Nomer NPWP NIK dan juga password dengan benar sama sekali tidak bisa sudah coba berulang kali tetap saja gabisa masuk, tolong dong dibenerin sistemnya agar dipermudah yang utama itu setelah terdaftar dan terverifikasi ketika sy mau login ke akun saya malah gabisa dengan keterangan (username dan password salah) dan akun terblokir mksdnya gimana? sy cek npwp sy ada tapi kok login aja gbsa",1
Persulit aja semua ancur ancur dah makin males gua ngurusinnya,1
Semoga bisa,4
Mau bayar pajak untuk negara kok susah kali,1
Mau update data ke nik.. dipilihan lupa efin nunggu verifikasi nulis 10x gagal terus.. mau bayar pajak aja ribet banget ya.. kalo nggak bayar pajak kita yang disalahin,1
Pokok nya aplikasi yang berhubungan milik PEMERINTAH gak ada yang BENAR BENAR MEMPERMUDAH. saya bukan orang GAPTEK klo soal LOGIN malah gak bisa MASUK dan TERBLOKIR. saya lakukan berbagai cara dgn mengisi ulang data yg di MINTA malah Bla Bla Bla Bla... Saya bukan menjelekkan PEMERINTAH malah saya BANGGA menjadi WNI. Tp klo aplikasi milik pemerintah KEBANYAKAN SAMPAH mempersulit MASYARAKAT nya. Masyarakat sdh TAAT tp aplikasi nya MEMPERBURUK keadaan.,1
Untuk daftar npwp aja syulit,1
Buruk,1
Terima kasih M-Pajak,5
"Sekedar masukan aja untuk developernya tolong diperbaiki masa login lewat aplikasi kata sandi nya salah terus sedangkan lewat web bisa,terpaksa di uninstal dulu",1
"SEMUA PRODUK APLIKASI DALAM NEGERI AMPASS. GITU NYURUH ANAK BANGSA BUAT APLIKASI MANDIRI? KALIAN YANG DI BIAYAIN NEGARA AJA KERJA GA BECUS 3 KALI DAFTAR VERIFIKASI GAGAL. DATA SUDAH SESUAI KTP, APK RUSAKKK",1
Ok,5
Buruk sekali,1
"Jaman digital bro,pake fitur lupa EFIN dah sesuai semua,malah gagal gagal terus ga jelas emang lah",1
"Maunya apa sih lu.? Instansi sekelas pemerintah negara tapi abal , maknya jangan banyak"" Korupsi ribet banget ngurus gini doang",1
mana SMS verifikasi nunggu lama lama,1
Aplikasi pemerintah meresahkan semua tapi gaji yang buat di luar nurul,1
Akibat banyak koruptor ...mau memberi uang aja sulit...nasib2 NKRI,5
"Ini aplikasi pemerintah tapi kok tidak berjalan dengan baik ya. Tidak memudahkan sama sekali. Mau daftar pakai email aja, email nya huruf kecil semua dia formatnya huruf besar semua. Hahahaha. Gimana ini dong, ngisinya? Verifikasi emailnya ga masuk-masuk ini",1
Top,5
Ok jga untuk mengurangi penyimpangan pjak,5
"Ampuuuuuun dah, web dan apk sama aja email riset pin. sampai ulasan ini aku buat udah 10 x permohonan riset pin namun email riset pin gak kunjung di kirim. Kerja bagus untuk petugas dan system djb,.salut saya😘😘😘😘😘🤩🤩🤩🤩🤭🤭🤭🫢🫢",3
Cuma blank putih saja. Ngabisin kuota sia sia,1
"Buruk banget, Baru bikin akun npwp otp susah, udh bisa bikin npwp ga bisa masuk akunnya, Password salah lah, d reset bbrpa kali tetep gabisa, d cek npwpnya tidak terdaftar, ga ngerti sistemnya gmna, ganiat bikin online ini sih mempersulit bukan mempermudah",1
"GAJELASS GAPCHA NYAAA,salahh muluuuuu perbarui lah APK bknny mempermudah malah mempersulit!!!",1
sangat membantu dan mudah digunakan 🙏,5
Data udah bener tapi gagal di input,1
"tidak menyediakan fitur nomor tidak aktif dikarenakan sudah tidak aktif dan gada fitur live chat cs, malah hrus nelpon telpon kantor🤦🏻‍♂️",1
"Penting,,,",5
Aplikasi abal² alamat udah sesuai sm KTP.tp verifikasi gagal terus.nanan ah ngapain juga ganti no npwp ke nik.klo sistem ga bagus....,1
Aplikasi parah,1
Mau daftar NPWP kok susah banget OTP nya gak datang-datang padahal udah di coba berkali-kali,1
"Nyesal Download, auto unistal",1
"Gimana klo lupa efin trus nomer nya udah gak aktif lagi, sumpah hiduo dinindonesia sulit banget tiap tahun gak bisa lapor pajak jadinya di kenain denda muku tiap tahunya padahal disini lagi nganggur",1
Sangat mempersulit,1
"Sungguh tidak berpungsi,,",1
Proses daftar lama,1
"Susah skli Dftar smpai k lngkah 2, rquest OTP ggal2 trus Pdhal krtu sim aktiv, jg ad plsa, pkai krtu tlkomsel jg, urus d kkp trdkat gk bisa bntu hrus ssuai wilyah KTP msak cman urus kita byar pjak msih d prsulit",1
Aplikasi ndak ada gunanya,1
Terlalu ribet,1
"Bayar pajak mahal, aplikasinya ampas, ngisi capta g kelar"" d korupsi tros blok",1
App ngak berguna....no npwp bener pswd bener ttp g bisa masuk.....klo g biaa bikin app gausah bikin sekalian,1
Mau login aja susah..login di web bisa..,1
Error terus kenapa ya,1
Memang bikin susah aplikasi pemerintah,1
Tehnik mesin,5
Susah bgt minta efin . Data udh bener sampe diUlang2 . Lebih teliti udh bener ttp Gagal . Aplikasi Ga membantu 🥲,1
Sangat mbantu,5
Good joob m-pajak sangat memudahkan dalam transaksi pajak secara online dan daring.,5
Tertib pajak,5
"Mau bayar pajak aja, aplikasi nya tidak ramah user Mau di bayar apa enggak nih ... Mau taat bayar pajak tapi belibet aplikasi nya Kita ni mau bayar lho, bukan mau minta",2
susah masuk aplikasi nya loading terus gak ada muncul apa apa pisan parah 🤦‍♂️,1
padahal mudah digunakan login lancar dari sekian komen hanya mencela...benar sih kata org2 SDM kita masih rendah,5
Kau makan uang haram aja kerjaannya wkwkw. Ayo beli rubicon lg ngab biar indonesia ini makmur damai sejahtera,1
Website sama aplikasi sama aja nggak ada yg beres . . Mau login aja susah amat dibilang npwp sama password salah mulu . . Mau minta Efin ehh malah dikirimnya ke yopmail padahal semua juga pakainya gmail . . Lagian mana ada yg pakai email yopmail . . Hadeehh makanya duit rakyat dipakai yg bener donk diilangin tuh yg korup2 biar bisa bikin akses online yg memudahkan buat rakyat,1
"Lebih mudah daftar ML. Miris banget di web error, di apk error, sinyal padahal bagus, tapi selalu error.",1
"Aplikasi gajebo, lupa password, buat baru, lupa efin ga bisa diklik, Ama duitnya cpt banget perbaiki dl aplikasinya ,",1
like,5
mantapp,5
"Kena denda gara2 lelet, bales wa sueee",1
Ribet banget dongok mending ga usah bayar pajak gw,1
Sangat membantu,5
Eror an,1
Makin lama makin di persulit nih aplikasi cek nomer efin selalu gagal error,1
3 dlu,3
Mantaap,5
Goood,5
Mantap x pun,5
"Aplikasi g berguna,lupa efin udah di isi semua sesuai dengan permintaan begitu di submit verifikasi gagal.",1
Efin katanya sudah dikirim ke email terdaftar tapi cek email gak ada. Bagaimana ini?,2
Ga membantu sama sekali,1
"Orang mau bayar pajak yg notabene penghasilan negara aja dipersulit, KASIH SOLUSI DONG BUAT ORG YG PROVIDERNYA 3, AXIS DAN SMARTFREN !!! JANGAN DISURUH GANTI NOMER LAIN, ITU NOMER UDH BERTAHUN2 DIPAKE MASA SURUH GANTI. LANGSUNG KE KANTOR PELAYANAN NYA PUN GK ADA SOLUSI. GAK USH DI BAYAR SEKALIAN KLO KAYAK GINI PELAYANAN NYA !!!",1
"Aplikasi dancok, aplikasi ae sibuk , Aplikasi pemerintah kok koyo siput",1
"Yaampun gabisa login dong, padahal di websitenya bisa login loh...perbaiki dong!!!",1
"Fitur aplikasi gk bisa di klik, kek org bodoh nih yg buat",1
"Udah seneng bisa buat e-billing dgn cepet sewaktu-waktu, tapi aplikasinya error, klik jenis pajak dll gak muncul pilihannya, ngadat. Sungguh mengecewakan, mau pakai aplikasi lain ada biaya admin pula",2
Bagaimna Sih Ini aplikasi 1500200 untuk tanya solusi mau terhubung dengan Call Center malah cukup potong pulsa langsung dikasih mati...kalian niat kerja tidak.. kita minta bantuan ko susa sekali,1
Good aplikation,5
Menurut saya aplikasi pajak ini di ganti saja judulnya menjadi aplikasi mempersulit masyarakat . Miris padahal di kelola negara bikin susah rakyat aja lupa efin pun seperti mau mati,1
Good job buat djp!,1
Gua sampe 4 x bikin aku google tetap tidak bisa ya segala reques otp nya ngk ada masuk pesan nya trus pas kita mau bikin lagi pakai aku yg lain no hp nya ngk bisa lagi hadeh di aplikasi bukan nya mempermudah jadi memper sulit apalagi pas jaringan nya buruk,1
Lupa sandi GK bisa Daftar baru GK bisa Nyuci piring bisa kau?🤬😡,1
Aplikasi error terus,1
INTINYA KITA DIPERSULIT UNTUK AKSESNYA DAN LAMA2 GABISA MANTAU TAU2 PAJAKNYA MEMBENGKAK 🤣,1
🤮,1
"Uangnya di korupsi mulu... Noh betulin aplikasinya dan di webnya,.. masuk aja sulit lelet minta ampun niat bikin aplikasi kagak haa",1
Susah kali sih buat NPWP gua habis 15k pulsa kebuat akun aja belum,1
Sulit untuk masuk katanya nik ktp sulit ditemukan,1
Baik,5
"Masukkannya kalau bisa untuk pelaporan SPT bisa melalui aplikasi ini juga ya, ditunggu updatenya Terimakasih",2
Velidasi data susah bnr ampun dh dr mlm sampe pagi cuma ngisi data aja ga bisa bisa,1
"Uang pajak rakyat yang banyak itu kemana aja? Seharusnya uang pajak rakyat itu sisihin juga buat memperbaiki aplikasi ini coy, bukan buat masuk kantong pribadi kalian. Sekelas pemerintahan pajak yakali aplikasinya busuk kek gini! Aplikasi busuk",1
Terima kasih !!,5
Yang membuat aplikasi ini pasti orang LOL TO mau ganti kata sandi nungguin email 10 kali nggak ada masuk,1
Aplikasi tidak berguna,1
"seharusnya di aplikasi pajak ini bisa sekalian lapor SPT,tapi gak bisa harus ke web djponline.go.id.jadi aplikasi ini gak bermanfaat utk semua ttg pajak.seharusnya di aplikasi ini semua bisa.",1
Mau masuk saja sudah di persulit apl apaan ini,1
Kenapa ya setiap aplikasi tentang instansi pemerintah pasti bobrok gak bergunaa,1
Membantu,4
Mmbntu,4
"Lupa efin, suruh ngisi data. Sudah ngisi data malah dan tetep gak bisa alhasil ujung ujungnya suruh ke kantor pajak terdekat.... Hemmm",2
"Pusing banget ingin bikin NPWP juga,",1
Error mulu,1
Tolol,1
Kenapa tidak bisa masuk apk ..padahal baru mau daftar efin,1
G niat buat aplikasi,1
"Cara lihat Spt th 2021+2022 untuk diprint gimana caranya di amplikasi apa ,apa bisa minta kantor pajak untuk ngirim ke email saya",5
PARAH BUKAN NYA DI PERBAIKI MALAH NAMBAH BURUK,1
Aplikasi gak guna tu yang kerja IQ nya nol.aplikasi gak mutu sering eror mulu,1
ok,5
"aplikasi gajelas. dipikir nya kita2 ni punya byk waktu buat mampir ke kantor pajak ? online tujuannya biar enak, eh aplikasi nya jelek. kalo ga lapor, dikenakan denda ?! salahin lah aplikasi kalian knp jelek. huh. kalo pake link internet biasa, haduuh ribet dan ga mudeng. pdhl enak bgt kalo log in pake effin dan no npwp gtu lhooo, ga repot. lagian nomor npwp kan pasti setiap org beda ya ?",1
"GK bisa masuk ke aplikasi,,unexpected error occurred ,trus restar2 terus",1
"Ribet, lebih mudah registrasi situs bokep dripada lapor pajak.",1
Busuk percuma buat aplikasi tidak bisa menyelesaikan masalah,1
Buat billing gak bisa,1
"Aplikasi nya kaya di kelola anak smk , cape2 ngisi lupa efin, lgsg error wkwkk gak niat bikin applikasi",1
Aplikasi bugnya membagongkan... selalu gagal pas udah ngumpul dokumen untuk EFIN selalu gagal,1
Lumayan 👍,3
"Emang bener di komentar kalau aplikasi ini mempersulit, pas saya coba emang mempersulit, data sudah lengkap, punya negara kok gini sistem nya, kemana uang kami bukan nya bekerja dengan benar malah asal asalan",1
"Kalau fitur belum bisa dipakai lebih baik dihapus, katanya bisa minta kode effin tapi sudah coba berkali kali tidak bisa.",1
"Mau daftar npwp sulit, web dan aplikasi sama sama gak jelas, ""data gagal di simpan, eror constrait database, silakan hubungin adminisiator.... Tidak ada penjelasan kesalah dimana. Hubungin CS isi bot gak dan berbayar pulsa tidak menyelesaikan masalah.",1
Biasanya lancar skrg malah gak bisa dipake.,1
"efin aja harus ke kantor,..thn 2023 masih kaku aja...",1
Sekelas kementrian perpajakan bikin aplikasi abal²,1
"Sangat miris ya, app penting dan dikelola pemerintah bisa error dan gak fungsi, mau daftar tidak bisa, lupa password tidak bisa, lupa efin pun tidak bisa di registrasi/perbaharui!",1
"Begitu masuk akun langsung eror tdk bisa dibuka, aneh ya masa tidak bisa buat aplikasi yg bagus? Dengan dana yg besar seharusnya mudah. Apa perlu di outsourcing ke swasta saja?",1
"Maunya download ini untuk ganti kata sandi,taunya ribettt amat,gagal terossssss..tolong dong kita juga mau lho lapor SPT,tapi dipersulit seperti ini kan jadinya males ya",1
"Udah disuruh bayar pajak, disuruh ngurus administrasi sendiri, masih sistemnya ribet e polll. Ampun dah",1
"Untuk kelebihannya itu ialah 1. Memudahkan masyarakat dalam membayar pajak 2. Masyarakat dapat menghemat waktu dan biaya tranfortasi 3. Aplikasi ini dapat memberitahu kepada pengguna tentang tanggal tempo pembayaran pajak. Untuk kekurangannya ialah 1. Aplikasi ini rentan terhadap masalah kegagalan sistem, mengganggu pengguna dalam proses pembayaran pajak. 2. Keterbatasan dalam hal fitur 3. Keterbatasan dalam mengakses aplikasi m-pajak",3
sampah tidak bisa di gunakan,1
Habis dipake korupsi,1
"Cara dapatkan no efin susah, untuk identitas sudah benar",1
"Lupa efiin,dmnt memasukan data dngan lengkap,stlah ngisi dengan lengkap sesuai KTP Tp verifikasi data gagal melulu",1
"Masuk saja susah banget, sampe 3 kali ga bisa, app belum beres jangan dilaunching dong, langsung uninstall",1
Sistemnya sangat buruk,1
"Susah banget daftar npwp doang, axis kgk bisa di buat otp lg, trus mslh otp kgk masuk² sumpah suaah bner mo bikin npwp doang",1
Kenyang ya kalian,1
"bukannya semakin terbantu malah nyusahin, sekelas negara bikin apk kurang baik. Ini no sama passnya udh bener gaa bisa login",1
"Gw daftar npwp lewat situs web, tapi pas mau bikin, malah dipersulit, karena harus pake pekerjaanlah, usaha lah, dan tektek bengek! Kalo dipersulir gini, gimana mau bikinnya lah bgg",1
"Jujur saja saya download aplikasi ini cuma ingin ngasih keluhan, bahwa bikin NPWP online sangat lah menyulitkan saya sudh seminggu ttp tidak bisa masih mentok di dashboard, bukan nya di permudah tapi di persulit dengan sistemnya yang ga jelas, pulsa saya habis 5000 buat validasi OTP tapi tetap tidak bisa, tolonglah gunakan uang pajak kami semua buat perbaiki sistem kalian yang ga jelas itu.",1
Payah validasi OTP aja gk bisa bisa ... Udah seharian nyoba tetep aja gagal ...,1
"Setiap login sllu yg muncul ""data gagal atau belum terdaftar"" pdhl kalo cek NPWP sllu valid status nya, dan sudah aktif, NPWP jg sudah kluar brti kan uda valid data2 nya sewktu daftar,, bingung saya gmn cara nya mau login aja gak bisa²... solusi nya apa nih?? Buat aplikasi doang gak ada solusi nya nih",2
"Konyol, di website error data server tidak bisa save, disini masuk harus pake npwp, aneh. Makanya yang korup2 dikurangin, masa website ga beres semua",1
Aplikkasi bapuk,1
"Ni siapa si yg bikin app jelek amad, baru download malah gabisa di buka.",1
Baru download lngsng eror APK bapuk !!,1
baru nyoba dibuka aplikasi Error,1
"Aplilasi tidak berguna di android 7.0 ke bawah, hanya bikin sampah.",1
"Aplikasi selalu error, niat engga sih buat Aplikasi??",1
Gak bisa di buka aplikasinya Critical Error Occured !!! Apaaaanini,1
"Bagaiamana perasaanmu jika uang pajak yg kita bayarkan di korupsi & di hambur2kan oleh oknum pejabat & wakil rakyat yg kau pilih, & selalu terulang. Dan disaat yg sama banyak rakyatnya yg hidup dibawah garis kemiskinan. Sungguh tragis !!!",1
Aplikasi ga berguna,1
"Aplikasi pemerintah kayak gini? Korupsinya aja banyak tapi buat app gak becus, namanya mobile app harusnya praktis bukan ribet, sekarang g bisa diakses pula,,, parah",1
"Gak bisa di pake kebanyakan di korupsi duitnya . Selamat datang di aplikasi sarang tikus, menyediakan tikus berdasi dengan slogan "" orang baik bayar pajak """,1
Josssssss,5
Ora jls,1
Aplikasi tidak bisa di buka eror,1
Nyampah doang gak bisa di buka,1
fatal error JS function. malu malu woy,1
Baik,5
Korupsi mulu si sistemnya jdnya lemot,1
"Sekelas kementerian aplikasi sama situs nya payah mau daftar bayar pajak buat negara aja susah nya minta ampun, padahal anggaran buat beginian gede, kalah sama situs judi bikin akun nya detikan jadi",1
Ribet mesti isi nomer efin,1
"Sistem burukkk sekali, daftar pulsa kepotong ga bisa registrasi tahap 2",1
Bagus,5
1 bintang aja,1
"Sudah sesuai npwp sesuai ktp tetap di coba berapa kali pun sama, VERIFIKASI GAGAL. SISTEM YANG ANEH",1
"Nih orang pegawai pajak. Orangnya laknat semua gajih sm tunjangan nya gede2. Tp apk nya bobrok. Sya mau bikin npwp bukan mau korupsi,ribet nya minta ampun.",1
Ok,4
"Kocak langkah 2 pendaftaran tidak bisa, developer pemerintah gini yaa",1
Nggk bisa kebuka.. payah...,1
Aplikasi yg sangat jelek,1
Tolong pegawai pajak untuk memperbaiki sistem aplikasi maupun administrasinya agar lebih efisien. Kalau sudah diperbaiki & jadi lebih baik saya bintang 5.,1
"Tampilan elit, ngurus apa-apa syulit",1
Kenapa capcha nya salah mulu,1
"Kenapa ini?? Mau login aja gabisa :( terus ajaaaa username pasword salah!! Pdhl udh ada email kl npwp udh jadi, username otomatis keubah sndiri tp pas kupake malah gabisa :(((((( gmn cara bayar pajaknya dong",1
ga di website ga di apk nya sama sama aneh.,2
Aplikasi tolol gagal mulu dongo. Pemerintah korup mulu idopt,1
Apk paling buruk yang pernah aku temui,1
Ok,5
"Aplikasi sampah, daftar sulit. Sebenernya yg bikin ini mau kaya apa tidak, klo mau kaya tolong dipermudah .",1
rumit,4
Erroran,1
Susah bgt deh pokok nya,1
Terimakasih sekali dengan adanya djp online informasi pajak jadi mudah diketahui,5
Luar biasa,5
"kocak, aplikasi buat pajak crash force close. pajak masyarakat gunakan lah buat perbaikan penyempurnaan pelayanan masyarakat. kita masyarakat wajib bayar pajak, tapi aplikasi nya begini??? ga bisa dipake.",1
Mantap cuman belum lengkap,5
Mantap,5
Kurang praktis,2
"A. Pengambilan EFIN harus datang sendiri ke KPP asal. 1. Apa dikiranya semua KPP itu mudah dijangkau, terutama bagi rakyat pedalaman dengan kondisi jalanan hancur, yang KPP terdekatnya berada di ibukota kabupaten lain? Contoh: Rakyat kabupaten Landak, Kalbar, harus ke KPP Sanggau. 2. Apa dikiranya semua orang punya waktu untuk datang sendiri ke KPP asal? Contoh: Warga Kulonprogo, DIY, pindah domisili jadi warga Kab. Bandung, Jabar, dan belum ada waktu pulkam bertahun-tahun. B. Kerja 2x",1
Masuk akun tidak bisa,1
