text_clean,label
bantu,Positif
aplikasi nya jelek login ribet mudah akses,Negatif
mudah lapor tahun,Positif
kemarin kemarin kecewa aplikasi beda ya sat set cepat mudah guna nya mantap djp tim nya,Positif
bantu,Positif
lupa pasword efin ya,Positif
susah kelek aplikasi,Negatif
gunain,Negatif
aplikasi jelasss input nik arang 1,Negatif
pantesan gagal sedia layan,Negatif
bagus,Positif
noob,Negatif
aplikasi orang lapor pajak masuk nya susah gaguna,Negatif
aplikasi taiiiibrengseekk,Negatif
terima kasih aplikasi mpajak bantu dam mudah bayar pajak,Positif
hapus aplikasi buka forceclose,Negatif
gagal kirim data data tolong baik,Positif
good,Positif
login nya baik ya masuk kasih masuk nomer nik hilang angka ketik tambah angka,Positif
good,Positif
sumpah aplikasi pajang daftarin pakai email tulis email pakai check daftar coba sukses daftar pakai aplikasi,Negatif
login pakai nik sedia tulis nik,Positif
web login aplikasi bisatolong baik update,Negatif
aplikasi manfaat pas masuk no npwp,Negatif
aplikasi akun,Negatif
ok,Positif
aplikasi,Negatif
aplikasi login susah,Negatif
aplikasi nya pakai,Negatif
ruwett masuk daftar pilih buka,Negatif
fungsi app apatoh upload data pajak pakai versi web,Negatif
tolong baik login,Negatif
no recommendations,Negatif
enggak jelas banget suruh masuk nomer kakak gilir masuk slot nomernya 1,Negatif
ok,Positif
budget anggar maintenance aplikasinini gede banget aplikasi fungsi layan online bikin aplikasi deh hemat anggar,Negatif
error susah,Negatif
urus efin error uang pajak bikin aplikasi cacat coba urus pajak ribetnya tolong playstore hapus nih aplikasi,Negatif
parah banget aplikasi pemerintahmasuk gagal loading ujung ujung blokirdiulangi 3x 33nya akun blokirtolong baik website aplikasi tolong baik orang daftar online kalo akses,Negatif
baik nilai 010 gua kasih 0 login tida tambah mudah ribet tolong tingkat,Negatif
bagus,Positif
login web apk,Negatif
aplikasi mudah paham batu tambah wawas tahu,Positif
bodoh aplikasi rusak login aju lupa efin data gagal kali kali mudah sulit ya padan npwp program perintah pusat ya sinkronisasi npwp nik nya gaji negara,Negatif
bikin ribet orang bayar pajak sulit login masuk no npwp langsung auto detect orang sadar bayar pajak susah ya uda undelete sajahhhh,Negatif
kembangin system parah provider 3 yakali beli kartu daftar otp eyy haaa indonesia ku urus apaapa susah institusi web perintah,Negatif
sih tunggu verifikasi sms hari enggak ada kode masuk aneh,Negatif
aplikasi tampak kualitas sdmnya kkn hasil jelek negara maju perintah nya korup dasar payah,Negatif
aplikasi password salah tulis lupa password button hias pencet,Negatif
susah banget daftar nomor otp dapet2,Negatif
buruk,Negatif
masyarakat lambat daftar baik data nya minaplikasinya dimantenance bagus verifikasi efin lupa nomor hp anggap gagal apknya tolong baik bug nyasaat isi biodata lupa efin fc,Negatif
lapor tahun ya tampil aplikasi bagong,Negatif
aplikasi bodoh,Negatif
input npwp,Negatif
nomor npwp password sesuai web aplikasi login alas sesuai aju lupa efin data tolak sesuai sesuai aneh,Negatif
gagal verifikasi efin dkasih tau mana sesuai payah,Negatif
lenapa buka mending hapus apk,Negatif
apaapa,Negatif
verifikasi data gagal aplikasi gagal,Negatif
sulit reg situs jelek daftar persulitkalo rating nol nol deh,Negatif
    ,Negatif
ok,Positif
aplikasi sedih musingin orang awam,Negatif
bintang 1 live chat web ribet lupa sandi doang sulit,Negatif
login pakai nik digit 15,Negatif
verifikasi efin gagal,Negatif
aplikasi bagong akun akses menu gilir daftar guna tombol daftar klik pakai aplikasi dasar,Negatif
daftar login daftar gara creator mintak nik kakak huuu entalah hapus nya,Negatif
tolong diupdate jenis setor pajak kode 920 dll,Positif
tanggung jawabanya,Negatif
mohon menu ubah data mudah kantor pajak,Negatif
indonesia butuh orang pintar,Negatif
kak daftar masuk error browser gilir aplikasi masuk aplikasi,Negatif
aplikasi buruk planet,Negatif
aplikasi bug nya akun mana devlop nya cuy,Negatif
lupa efin isi gilir verifikasi muka app henti efisien kalo kasih menu lupa efin,Negatif
aplikasi mohon lupa efin verifikasi gagal salah mana ulang berkalikali urus kantor pajak langsung kapai bikin aplikasi sih baik tolong aplikasi perintah kayak,Negatif
web buka aplikasi salah satu passwordnpwpnyaa,Negatif
masuk npwp lupa sandi suruh masuk efin efin lupa masuk menu efin lupa efin masuk data sesuai ektp verifikasi gagal aneh ribet banget sih,Negatif
bantu sih efin coba menu lupa efin pakai analisa langsung gagal tuju download apk gabungin npwp nik sulit pajak kerja dikit sih data gabungin gaji kerja cuman malak,Negatif
taat patuh daftar susah kerja repotrepot,Negatif
suruh masuk nik nik cuman 15 digit login nik masuk cuman 15,Negatif
nya sih gilir pajak cepat nagihnya rakyat gilir rakyat pakai aplikasi mudah sulit verifikasi gagal sinyal ok data valid gagal gilir duit rakyat cepat potong,Negatif
gagal verifikasi payah,Negatif
aplikasi,Negatif
anggar doang digedein aplikasi web sama butut suka eror moga koruptor anggar miskin harta turun nya mati enas amin,Negatif
halo admin isi form lengkap npwp pribadi lanjut coba login app suruh niknpwp coba isi nik kolom isi mash lengkap 1 digit aneh banget app milik negara erroor biaya teh,Negatif
isi gakbisa pencet apa,Negatif
biaya sistem nya korupsi aplikasi babi,Negatif
tahap uji coba gagal,Negatif
knapa salah password nya idpadahaldah,Negatif
buruk,Negatif
kalo rocky gerung aplikasi dungu tim nya suruh pindah posisi admin gudang ngedata barang masuk kalo becus,Negatif
padan nik npwp pas masuk aplikasi aplikasi,Negatif
aplikasi manfaat tulis nik kolom bikin bocah magang kali,Negatif
parah banget masuk,Negatif
sulit bangetkalo online ya sulit loginnya,Negatif
suruh orang bayar pajak apknya lot coba hp laptop lot enggak jelas orang pajak,Negatif
saran ya aplikasi muluk muluk login pakai captcha captcha aplikasi urus jagan biar,Negatif
kode verifikasi sms masuk coba puluh kali sih update taat pajak susah nya ampun,Negatif
ribet ya lapor pajak,Negatif
aplikasi habisin anggaranbobroksebobrok moral jabat konohayg pentingcuancuancuan,Negatif
daftar npwp pribadi kerja susah ya sebentar kantor offline tangan mana sih,Negatif
jokowi jabat ganti partai lainsistem bobrokmau efin dipersulitnegara anjihingggg,Negatif
ambil foto,Negatif
lo olang oe hantam bikin akun blokir phei phei phei,Negatif
aplikasi login karakter limit npwpnik gagal login npwpnik tulis lengkap wkwkwk anehh anehh,Negatif
kns veripikasi cari no efin gagal sih jelek banget aplikasi,Negatif
kecewa berat susah daftar online bufering ujung ujung nya link nya hilang jangkau 2 kali coba,Negatif
apkwebnya daftar bikin npwp kga ribet fungsi serba online mudah sulit developer ngambil kali kelas bumn loh,Negatif
jelek kali pecat ganti slogan pajak,Negatif
aplikasi bosok jelek masuk salah pasword salh npwp bodoh banget bikin web abtude bagus,Negatif
jelek,Negatif
bagus,Positif
aplikasi pajang doang fitur apa era digital perintah aplikasi ribet,Negatif
app tolol lapor situs resmi error mulu server galang dana besar negara layan kayak sampah bayarbkan duitaplgi duit kayak ribetnya kalo bayar pajakkoruptor mkan ngotak mas develop,Negatif
manfaat login pakai nik kotak 1 angka pakai npwp password salah klik lupa password apk diam respon apa apk dilaunching servernya aman nih lagi2 aplikasi perintah masalah kalah aplikasi swasta itnya nih,Negatif
apps gunalupa efin verifikasi gagal teruslol,Negatif
masuk akun pakai nik 1 digit nik masuk mohon baik nyaman terimakasih,Positif
pengin hina habishabisan app,Negatif
gagak jelasminta lupa efin mpajak verifikasi gagal teruspayah,Negatif
sih tolong kalo bikin apk yakali enggak bisa sign,Negatif
gun perintah bikin aplikasi online kalo urus efin terang web arah aplikasi aplikasi gagal telpon 1500200 arah kpp langsung,Negatif
website login aplikasi hmm,Negatif
tuju nginstal lupa efin giluran request lupa efin error melulu,Negatif
payah efin aju detil isi coba berulangkali gagal ferifikasi aneh system perintah aplikasi payah banget kerja kira mudah sulit,Negatif
bagus,Positif
login pakai nik angka,Negatif
ngeluh app respons,Negatif
aplikasi web perintah lancar,Negatif
email aktivasi kirim,Negatif
cacat,Negatif
aplikasi edan makan uang rakyat bikin aplikasi nya becus,Negatif
buka eror,Negatif
bantu bikin darah emosi masyarakat suruh digitalisasi sistem laksana layan masyarakat kecewa buruk bidang wajib pajak wajib pajak sulit ribet,Positif
aplikasi karya anak bangsa server kentang proy k langit,Negatif
tolong perintah atur layan sesuai atur tingkat layan buruk aplikasi pajak aplikasi sampah buka erorr,Negatif
error mulu,Negatif
parah banget buka aplikasi regis web masuk otp nomor,Negatif
perintah ya uang pajak masak aplikasi website nya layan bagusin ya sih website aplikasi bagus korupsi nya gedein,Negatif
aplikasi perintah jelek pasu nik 16 angka perintah bodoh,Negatif
pakai developer nih,Negatif
mantap,Positif
,Negatif
aplikasi cacad release,Negatif
download ning banget gerak sinyal bagusbikin atur pas baik via online susah,Negatif
daftar isi email aktif kolom huruf kapital anjir,Negatif
ribet,Negatif
apk gagal submit nik submit batas,Negatif
aplikasi perintah gagal 5 kali kirim otp tunggu masuk masuk aplikasi kalo bikin ribet,Negatif
lupa efin isi data gagal solusi suruh kantor aplikasi,Negatif
login akun password tulis kode aman bilang salah kode login doang sulit benerin website nya,Negatif
aplikasi aplikasi perintah kagak input nik max cuman 15 digit ya login error trsngaco,Negatif
daftar ribet banget ngabisin pulsa doang berkali2 iya rapcha ketik salah,Negatif
aplikasi aco mohon baik uang,Negatif
ribet bikin bingung,Negatif
efin kirim ya email nya,Negatif
susah klik aneh,Negatif
login pakai nik ktp ketik 15 angka pakai app nya,Negatif
lapor bayar pajak sulit aplikasi fungsi masalah,Negatif
keren,Positif
pelaporanya jelaskita pengaduannyaaplikasi online kayak offline,Negatif
data deh salah,Negatif
aplikasi aneh daftar lupa sandi klik,Negatif
sumpah ribet mudah bikin pusing efin lupa urus ribet urus sih sulit,Negatif
nik npwp 16 nomor pas login maksimal 15 karakter ketik loginnya,Negatif
parah pokok,Negatif
,Positif
ku pikir mudah input data 3 kali valid sistem otomatis isi,Negatif
klik lupa pasword nih aplikasi,Negatif
login nomor npwp nik kolom angka aplikasi aneh,Negatif
developer nya sih login pakai nik ktp maks 15 angka,Negatif
login npwp,Positif
aplikasi suruh masuk niknpwp gilir ketik full npwp nomernya 16 tanda titiksambung aplikasi etik angka 15 alhasil etik nik 15 angka notifikasi error npwp,Negatif
ok,Positif
masuk pale nik 1 digit salah,Negatif
login nik,Negatif
niat kerja sih dev nya masuk nik npwp full digit ya login perintah ngerekrut pegawai main bikin aplikasi model kayak habis uang negara gaji org kompeten,Negatif
benerin aplikasi eroreror mulu,Negatif
parah verif efin gagal mulu salah mulu sesuai ktp,Negatif
aplikasi miskin menu,Negatif
lot gila,Negatif
aplikasi sih kode verifikasi sms,Negatif
ribet banget sumpah susah orang,Negatif
bantu hapus,Negatif
lupa efin masuk data pas submit data notif error verifikasi gagal kirim data baik aplikasi,Negatif
error validate ktp mau,Negatif
yakali id pasword masuk salah pasword,Negatif
manfaat,Positif
heran kalo app kelola perintah,Negatif
ribet daftar npwp pergi dinas suruh daftar app sungguh bingung,Negatif
aplikasi efin susah banget data foto selfi bawa ktp npwp baik,Negatif
yailah daftar sulit stengah gilamasih ala onlinejelas pakai online bermslah kembang alias nyaman lot sistem baharu please pakai sistim online2 baik sistem nyamasa dibilng majukapan,Negatif
tombol kode billing indak aktif tolooong,Negatif
aneh nih aplikasi login pakai nik eh digit pakai npwp kagak masuk,Negatif
mohon arah minsy isi kolom lupa efinsetelah verifikasi kode kirim nomer aktipbagaimana rubah nomer hp kode verifikasi nomer pakai,Positif
rusak aplikasi,Negatif
login pakai nik pas input 15 karakter nik 16 karakter,Negatif
aplikasi kentut lelet iklan,Negatif
aplikasi web perintah jelek lot ribet beda milik swasta sat set sat set kritik webnya disubmit,Negatif
login sulit sandi masuk salah sistem kecewa,Negatif
aplikasi asu,Negatif
bolak isi data lupa sandi suruh cek email masuk aplikasi parah banget bantu lancar bingung,Positif
aju lupa efin gagal verif data sesuai coba berkalikali eror,Negatif
log berkali2 bisasudah validasi data log pakai nik,Negatif
bug app paksa lucu app app kelola uang kolektif masyarakat pasu negara bikin urus app gin kagak beres kalah app pinjol resah,Positif
aplikasi taaaaeeekkkkkkkk,Negatif
foto selfi klaim efin wa admin cabang kuningan jaksel mala cuman baca karyawan makan gaji buta njing,Negatif
download masuk,Negatif
haduuuhhh bikin npwp susah ampun tahap 12 nya beres gilir isi formulir tingkat 2 nya data pribadi susah banget smlm pas verifikasi data data kencang,Negatif
maaf padan login pakai nik aplikasi max char length niknpwp 15 login djp pakai app pakai nik tolong tambah max char nya,Negatif
isi sesuai minta salah,Negatif
aplikasi bikin jengkel orang npwp nik pw eh salah bikin kesel orang,Negatif
input karakter nik login 1 nik diinputdiketik komplit sengaja biar enggak ada login salah tulis script kode ya,Negatif
aplikasi user friendly berat kayak main game gede interface enak lihat,Negatif
bagus,Positif
aplikasi aneh,Negatif
daftar susah bilang akun daftar,Negatif
dana sedot login pakai niknpwp karakter 1 ambe,Negatif
kode otp kunjung masuk 2 jam sms,Negatif
aplikasi perintah enggak ada kalo anggar teknologi korupsi mulu perut gedein percaya developer enggak usah protes boomer,Negatif
korupsi,Negatif
daftar akun,Negatif
bayar pajak ruwet kak susah orang,Negatif
apk rusak,Negatif
force close ambil foto,Negatif
login digit,Negatif
zaman deh canggih kantor urus urus login birokrasi hilang teh negra hadeeeeh nama modernisasi arif lokal digital birokrasi,Negatif
bantu,Positif
aplikasi babi nomor telepon deh anjg,Negatif
aplikasi nya sesuai harap gagal efin,Negatif
bikin aplikasi vaildbuka valid,Positif
mantap,Positif
aplikasi tampil data aja giat minim fitur mohon baik,Negatif
aplikasi tolol masuk susah,Negatif
kelas lembaga riba eh pajak aplikasi bagus heran anggar lari mana,Negatif
tombol kode billing indak aktif kode billing indak lancar,Positif
kode verisikasi efin kirim pakai ya banget muncul pakai pos,Negatif
login nik ktp kolom isi nomor nik ktp,Negatif
flow proses session temu cek pakai web inspect elemen uncaught referenceerrorr jquery is not defined sederhana lolos test qc,Negatif
setlh update nama alamat isi update jenis setor muncul aplikasi jelek banget mohon baik,Negatif
parahaplikasi bermutupelayanan memuaskanmempersulit masyarakat,Negatif
apps asal,Negatif
verifikasi gagal pulsa potong kode otpnya gagal teruskalo bikin aplikasi mending buang2 anggar,Negatif
aplikasi jembut rontok susah,Negatif
mending enggak usah bikin efin deh lupa susah banget nyari sih efin apk terang gagal err smsgw layan telpon 1500200 coba hubung tugas sambung tugas matiin telpon nya chat bot website yaudahlah biar gampang kantor kpp,Negatif
efin gagal apk payah,Negatif
buruk,Negatif
log pas isi niknpw angka 1 digit login,Negatif
susah login verifikasi gagal hadehhh,Negatif
erti,Negatif
loh susah banget gblok banget suruh taat pajak ribet,Negatif
login suruh isi efin lupa efin suruh ngisi data gagal tulis gagal no hp isi no hp ribet,Negatif
aplikasi goblokkkkkk,Negatif
good job,Positif
aplikasi anjingg sulit banyak erorr monyett,Negatif
aplikasi pas daftar bilang nik daftar didukcapilaneh tau orang urus kakak dll dasar,Negatif
daftar masuk akun daftar daftar 2x adeh,Negatif
aplikasi sampah,Negatif
benerin web bikin aplikasi,Negatif
login pakai nik kolom isi kurangtidak izin,Negatif
aplikasi sulit masyarakatmaunya terima uang pajak ajatapi login persulitaku masuk nomer mpwp temu,Negatif
masuk lupa efin tlpn cs bantu lempar layan nya buruk,Negatif
cabca cocok kacau aplikasi djp,Negatif
apk bodoh,Negatif
sulit digital online kantor pajaktinggal rubah no npwp no nik ktp susah bangetdata lengkap,Negatif
burukpengen lihat efin login susah sulit banget,Negatif
gagal efin,Negatif
aplikasi dangak2,Negatif
minimal mobile appnya dikembangin ngerepotin rakyat,Negatif
aju lupa efin aplikasi aplikasi tolong bantu,Negatif
ampas,Negatif
manfaat guna daftar orang pribadi kantor pajak guna aplikasi online mudah inisiatif milik npwp pribadi bayar pajak bayar pajak pribadi npwp,Negatif
jarang update sulit login ngelag,Negatif
susah masuk tambah scan qr biar enak tinggal foto,Negatif
payah aplikasi gagal aju efin susah ampun gagal2 data isi,Negatif
aplikasi mantul bosqoue,Positif
apl fak gue teh link bapuk banget,Negatif
aplikasi aneh,Negatif
aplikasi sampah bayar pajak susah login salah salah bikin malas bayar pajak download aplikasi ya biar sesal,Negatif
login pakai nik field id cuman 15 karakter nik 16 ,Negatif
reset password anehhhh bayar,Negatif
redownload,Positif
sih aplikasi password masuk catet loh login aneh aplikasi rusak,Negatif
slow respon gagal login gue bayar lu pakai uang pakai daun sat,Negatif
rugi,Negatif
daftar efin bisangapain aplikasi payah,Negatif
nice,Positif
apk tahi lot,Negatif
terimakasih bantu program perintah,Positif
moga mudah,Positif
baik alat penuh baik mudah nya balik telapak tangan luncur baik fungsi nya hidup penuh bahagia sembunyi benar allah suka benar tinggi seluruh alam semesta,Positif
aplikasi aneh masuk ulang kali salah password masuk apa apa menu menu dalam ya aneh ayo perintah aplikasi system online laku,Negatif
uang pajak korupsi aplikasi bagus,Negatif
update buka,Negatif
login npwp pasword,Negatif
ribet efin mending hilang aplikasi guna lupa efin ribetnya ampuuunnnn aplikasi dukung buangbuang anggar bilang tinggal kpp masingmasing pakai aplikasi beres,Negatif
aplikasi pemerintahnasib nasib,Negatif
login,Negatif
ini aplikasi milik pemerintahjadi tolong eror melulu tolong diperbaikijangan bikin malu pemerintahankami warga dukung,Positif
aplikasi,Negatif
masuk ribet bayar pajak,Positif
aplikasi nya parah login lot banget,Negatif
ngaruh guna layan jamin bobrok,Negatif
tolong baik app nya malam buka knapa pagi masuk status error,Negatif
cacat,Negatif
aplikasi kecewa suruh taat pajak gilir taat sulit log nyuruh rakyat taat pajak nagih2 pajak sistem nya beres nyuruh rakyat taat pajak bukin sistem sederhana mudah fahami cari makan bantu negara mohon mudah rakyat taat pajak,Negatif
kode billing aplikasi byr pajak,Negatif
aplikasi rewel banget,Negatif
 ,Positif
lupa efin mulu pas dana lengkap,Positif
login apk klik lupa pasword masuk no npwp efin kode aman submit suruh ngisi ulang,Negatif
aplikasi bodoh pemerintahmasa daftarnpwp email selesai save google email sayaketika buka tolol,Negatif
dodo masuk,Negatif
login susahpadahal masuk npwp pasworttp login salah,Negatif
habis update masuk pakai nik ya etik 15 angka 1 angka ketik aneh,Negatif
aplikasi ampas baik lupa efin susah ampun suruh taat pajak bikin aplikasi msalahnya dasar kagak becus,Negatif
coba buka akun blok mudah buka kunci ribet,Negatif
proses aju efin lupantp pas foto aplikasi langgung,Negatif
aju lupa efin error sih perintah biaya aplikasi guedeee erorr,Negatif
maruzani,Positif
dapatar susah 30 sandi coba beda,Negatif
paham pakai aplikasi mudah sip,Positif
coba tolong baik verifikasi gagal data isi,Negatif
error data nik temu cerita,Negatif
lot gagal aju lupa efin bayar pajak ribet soksokan digital,Negatif
maksimal aplikasiny,Negatif
eror wae,Negatif
login pakai ktp,Positif
aplikasi instal error muncul notif update,Negatif
aplikasi,Negatif
error mulu hadehh,Negatif
aplikasi jelaseror mulu,Negatif
mantap,Positif
1 aplikasi bagus upgrade rawan erorr nomor npwp sandi password pas bolak ganti login lapor chat whatsapp bolak masuk link aplikasi login aneh aneh,Negatif
isi npwp online karakter huruf email kapital daftar dirjen pajak pengin warga taat,Negatif
habis update lot erorr bikin billing bayar pajak kagak bisa2 bayar pajak nih gue senang,Negatif
aplikasi perintah jabat kerja,Negatif
error masuk mohon baik,Negatif
kode billong ketik kolom nama,Negatif
bagus,Positif
ok,Positif
kagak loggin niknpwp kotak nomor aya aya wae,Negatif
ajar,Positif
aplikasi buruk susah diinstal,Negatif
oke,Positif
erorr terussss,Negatif
kode verifikasi gagal kirim mohon tunjuk arah,Positif
aplikasi bakar login,Negatif
apk,Negatif
top,Positif
applikasinya terinstakselalu errorminta restarttapi,Negatif
upgrade error sih,Negatif
aplikasi lambat buka,Negatif
bagus,Positif
bingung suruh lapor pas isi data error mulu nge wa kirim surat hadehh,Negatif
mantab lanjut sobat,Positif
not worth aplikasi mending via website mohon hapus aplikasi kalo sulit login,Negatif
bagus,Positif
niknpwp login 1 digit masuk error angka 1,Negatif
kode effin data sesuai,Negatif
update error baik,Negatif
buang buang duit bikin aplikasi,Negatif
error melulu kali buka aplk nyaga pilih vendor aplikasi nyalemahga profesionalkalah aplikasi ojol,Negatif
good app,Positif
nama biaya perintah yakan wajar kendala hahahaha capek niat bikin npwp warga wajib pajak,Negatif
bayar pajak bulan jenis pajak jenis setor akses tolong baik,Negatif
server error tolong baik,Negatif
login fatal error banget,Negatif
aplikasi buka suruh restart,Negatif
aplikasi terinstal jalan muncul pesan unexpected error occured restart direstart apknya bantu,Negatif
kalo aplikasi hapus sumpahminta verifikasi efin pas isi kode salahbegitu trustolong mudah susah,Negatif
aplikasi sih login error mulu akun masuk,Negatif
parah nihkg bikin apk sosoan digital pajakuntuk efin sulit nya,Positif
mengecewakanterlalu persyaratanuntuk efin sulit,Positif
parah aplikasi penting buka ket restart restart baru maksud apaaaa brengsek buka aplikasi mati woiiiiii,Negatif
duit update system pakai beli rubicon,Negatif
bayar pajak susah heran,Negatif
login error nomor password nya heran masuk website login cuman apk,Negatif
apk tolol,Negatif
parahmalah nomer npwp kedaftargimana update nik npwp kalo ginimasa kelas nasionalbuat aplikasi kayak ginituh lihat ratingmulama parahtunggu rating mu turun 1 benerin lahmasak kayak aplikasi pinjol ilegal ratingnya,Negatif
rakyat bayar pajak aplikasi kayak,Negatif
lupa efin ikut proses pas tunggu pesan otp muncul2,Negatif
iya sih dirjen pajak hire kembang profesional aplikasi benar buruk lihat2 menu doang gilir input data hasil zonk login mending takedown deh playstore,Negatif
aplikasi perintah aneh data lupa effin salah ulang kali taaik,Negatif
aplikasi tolol maaf kemarin aplikasi belah urus ijin mud online komentar tinggal verifikasi online via email susah sistem kelola swasta kelas perintah pakai aplikasi bikin susah,Negatif
aplikasi,Negatif
2bulan tsk bayar pajakentah ganggu aplikasi ininanti salhkan bayar ya pakaplikasinya mumpuni,Negatif
app nya masuk web benar nya,Negatif
app website daftar online kode captha salah teroooos bikin online kayak,Negatif
baik woy daftar wajib bayar pajak susah daftar hadeh,Negatif
aplikasi sampah login susah,Negatif
user daftar login gagal aplikasi perintah,Negatif
buka force close j2 prime betulin android 6,Negatif
mudah sulit susah login email paswordnya,Negatif
pakai bagus,Negatif
pajak bayar server lot parah dasa,Negatif
eror aplikasi nya malam tanggal 02112023 pagi jam 626 tanggal 03112023 tri uang kelola paja,Negatif
aplikasi ringan enggak bisa tolol,Negatif
apa app error gue doang heran aplikasi buat perintah bagus abal-abal kembang serius bikin aplikasi aplikasi alpha version tingkat laginanti kalo rilis ulang,Negatif
02112023 tumbang server akses server negara,Negatif
kom,Positif
kode vertifikasi banget,Negatif
bikin web kalo akses enggak usah bikin makan banyak korup nya maksimal,Negatif
aplikasi sih hadeuhhhhhh nama djp bikin apk,Negatif
jelek dang pakai mending ribet ulang kali login pakai harap benah kayak mustahil rating 3,Negatif
aplikasi logindi chrome bisabisa aplikasi,Negatif
tolong baik kadang eror login,Positif
akses,Negatif
apk erros pemutahiran nik lapor tau,Negatif
klik masuk server eror,Negatif
apknya jelek banget,Negatif
registrasi hasil kartu fisik kirim coba login ulang data temu payah aplikasi negara letoyyyy,Negatif
kemarin error,Negatif
klik jenis pajak kode billing,Negatif
aplikasi log apk note no npwp pasword trdaftar masuk website nya lancar no npwp pasword nya bikin apk kalo pakai sistem nya admin nya kerja tidur prhtikan perfom apk indah nya negriku,Negatif
apk 10kali coba kirim verivikasi kirim kirim,Negatif
wajib,Positif
aplikasi negara tim ahli aco,Negatif
proses langkah 2 gagalcatatannya flow session temu aplikasi buat orang indonesia bereskebanyakan korupsi anggar biaya masuk kode captcha salah salah mata aplikasi nya ya,Negatif
isi susah bangetdata isi pas gagal melulubanyak alasannyaknapa mudah pelaporannyarumititu weblewat aplikasi error mlulugimana jalan perpajakanklo lapor susah,Negatif
pakai lapor pajak aplikasi restart,Negatif
mudah akses,Positif
kayak apknya cetak kode biling menu lrngkap erormenu menu alih web kelas dirjen pajak apk layananya wajib baik masyarakat sadar pajak mudah sulit bayar tau tau surat denda,Negatif
good,Positif
aplikasi operasi coba log respon,Negatif
aplikasi jelek masuk,Negatif
ok,Positif
layan live chat pajak an ivan burukkkkkkk,Negatif
dapat efin lupa pasword isi data sesuai ktp verifikasi gagal aplikasi bayar tarik uang bu dirjen,Negatif
fungsi,Negatif
verifikasi gagal aplikasi lancarcara kerja sulit nama perlu semuadan pasti kesalahantapi verifikasi gagal,Negatif
langsung unimstal apk cacat,Negatif
masuk sih salah mulu eror mulu aktifasi kartu salah mulu heran,Negatif
coba perintah tolong rekrut orang pintar jalan aplikasi aplikasi guna aju nomor efin lupa gagal verifikasi nya sumpah nya aplikasi,Negatif
lambannnnn,Negatif
aplikasi henti stuck,Negatif
ribet ujung2nya cabang efin dar login sajangakunya terintergrasi nik sampah,Negatif
lupa efin verifikasi foto gagal,Negatif
mantab nomor efin apk gagal berkali2,Positif
kode otp masuk2 gjlsss,Negatif
apk guna daftar nya klik tau kode efin ribet banget asa 10x coba nya undefined kalo kantor pajak nya apk kalo kantor pajak lokasi jauh,Negatif
puluh verifikasi gagal serius aplikasi,Negatif
nice recommended,Positif
mending manual kak kantor pajak pulang tinggal tunggu kartu fisik npwp online guna daftar gagal meng onlinekan npwp fisik susah zaman mesti login kak aplikasi,Negatif
gagal kirim kode masuk kode,Negatif
aplikasi mudah aplikasi,Positif
rudet cacak dek mayar,Negatif
daftar npwp barupas daftar suruh masuk web pendaftaranudah isi form nya pas kode otp sms masuk no sayaudah bberapa kali coba bisaperbaiki sistem nya biar mudah,Negatif
aplikasi perintah enggak jelas enggak bisa daftar enggak bisa efin maksa bayar pajak wkwkwkwk,Negatif
gagal apk layak,Negatif
ribet daftar nya efin npwp sesuai salah salah ganggu kerja lazada 2 menit daftar selesai,Negatif
aplikasi lapor pajak kode billing ajagak aplikasinyaklo kode billing lapor dimna polsekkantor camatkantor desaatau mana,Negatif
,Positif
sih buka aplikasi n tulis eror tolong baharu nyaman pakai nya kalo bagus tambah ya bintang terima kasih,Positif
aju lupa efin bisa2gagal,Negatif
layan burukuntuk layan onlinejika proses lupa efin kantor pajakk,Negatif
i like you,Positif
daftar npwp kendala domisli otomatis isi ganti wibsitenya kode pos 71570 71572 tekan data temu hasil mohon bantu,Negatif
ribet faham kerja bobrok,Negatif
ok,Positif
pas daftar krim kode salah cepat info salah heng lalot asa daftar aplikasi lancar jaya sekali daftar berkas negara sulit oknum aplikasi nge heng,Negatif
error,Negatif
gae akun e angel eram ndang dadi ngentekne pulsa tok cok,Negatif
bantu,Positif
ribet banget,Negatif
daftar ribet kali,Negatif
mudah apa orang npwp daftar susah banget server web enggak jelas kadang nomor npwp cabang salah kadang,Negatif
2022 2023 login djp onlain status eror mulunh coba 29092023kirain deh beres sandi deh klik ganti sandi kagak pakbu onlain lapor sptuntuk mudah sulit kantor taaah oke aku pas bikin npwp mudah covid kali ya bikin onlain 2 anter tukang pos,Negatif
enggak bisa login,Negatif
bikin emosi captcha ngelag parah enggak bisa login daritadi anjing,Negatif
nomor efin pas isi data salah mulu sesuai,Negatif
kecewa sulit operasi ribet efisien apk perintah bantu sulit orang taat pajak kalaw sulit tolong evaluasi bpk2,Negatif
alam kali pengunaan aplikasi sulit masuk,Positif
bikin aplikasi,Negatif
aplikasi efin efin mending kalo mudah dapetinnya mah prosedur repot bikin sistem gaya online sampahhhh,Negatif
semangat indonesia aplikasi nya enggak ada bantu,Negatif
parahhh enggak bisa login web,Negatif
login email password indak sesui cocok,Negatif
ribet tanggal kirim otp paje syarat krtu axis xl tri aneh,Negatif
aplikasi bug,Negatif
sih apk enggak jelas daftar enggak bisa klik daftar npwp nya duh,Negatif
mantul,Positif
pas ngisi mala gagal,Negatif
lupa password efin pengin rubah kaya nya ribet ikut step error ending nya sesuai kalo malas bayar pajak heran lapor ribet enggak bisa ubah password,Negatif
